No.,Genera_Re,Latitude,Longitude,Altitude,P25mean,P10mean,NO2mean,SO2mean,P25AQGL,P10AQGL,NO2AQGL,SO2AQGL,PM25_AQI,PM10_AQI,NO2_AQI,SO2_AQI,C_AQI
258,Dirinaria,4.857373333,7.068873333,28.5,25,46.667,95.333,733.333,Poor,Poor,ExPoor,ExPoor,166.6666667,103.7044444,381.332,1833.3325,621.2589028
259,Dirinaria,4.857373333,7.068873333,28.5,25,46.667,95.333,733.333,Poor,Poor,ExPoor,ExPoor,166.6666667,103.7044444,381.332,1833.3325,621.2589028
260,Physcia,4.85687,7.071386667,27.4,25,46.667,95.333,733.333,Poor,Poor,ExPoor,ExPoor,166.6666667,103.7044444,381.332,1833.3325,621.2589028
261,Dirinaria,4.856835,7.071338333,27.1,25,46.667,95.333,733.333,Poor,Poor,ExPoor,ExPoor,166.6666667,103.7044444,381.332,1833.3325,621.2589028
262,Diorygma,4.856868333,7.071193333,26.1,25,46.667,95.333,733.333,Poor,Poor,ExPoor,ExPoor,166.6666667,103.7044444,381.332,1833.3325,621.2589028
263,Diorygma,4.856868333,7.071193333,26.1,25,46.667,95.333,733.333,Poor,Poor,ExPoor,ExPoor,166.6666667,103.7044444,381.332,1833.3325,621.2589028
264,Dirinaria,4.857895,7.07714,9.3,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
265,Chrysothrix,4.857895,7.07714,9.3,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
266,Chrysothrix,4.857895,7.07714,9.3,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
267,Dirinaria,4.857883333,7.077148333,10.6,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
268,Physcia,4.857883333,7.077148333,10.6,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
269,Dirinaria,4.857923333,7.077366667,15.3,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
270,Dirinaria,4.857923333,7.077366667,15.3,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
271,Graphis,4.858008333,7.077493333,15,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
272,Dirinaria,4.858008333,7.077493333,15,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
273,Dirinaria,4.858008333,7.077493333,15,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
274,Dirinaria,4.857971667,7.077518333,16.79,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
275,Chrysothrix,4.857971667,7.077518333,16.79,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
276,Dirinaria,4.857971667,7.077518333,16.79,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
277,Graphis,4.857993333,7.077608333,18.1,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
278,Chrysothrix,4.857993333,7.077608333,18.1,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
279,Graphis,4.857995,7.077578333,18.1,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
280,Physcia,4.857995,7.077578333,18.1,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
281,Graphis,4.858206667,7.077496667,18.7,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
282,Dirinaria,4.858261667,7.077643333,18.2,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
283,Dirinaria,4.85825,7.07759,18.6,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
284,Lecanora,4.85825,7.07759,18.6,25.667,62.333,4.333,700,VPoor,VPoor,Good,ExPoor,171.1133333,138.5177778,17.332,1750,519.2407778
285,Pyxine,8.983716667,7.381401667,450.6,12,16,163,900,Good,Good,ExPoor,ExPoor,80,35.55555556,652,2250,754.3888889
286,Pyxine,8.983703333,7.381401667,450.6,12,16,163,900,Good,Good,ExPoor,ExPoor,80,35.55555556,652,2250,754.3888889
287,Pyxine,8.983713333,7.381393333,450.6,12,16,163,900,Good,Good,ExPoor,ExPoor,80,35.55555556,652,2250,754.3888889
288,Pyxine,8.98372,7.381431667,450.6,12,16,163,900,Good,Good,ExPoor,ExPoor,80,35.55555556,652,2250,754.3888889
289,Parmotrema,9.007533333,7.453701667,476.3,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
290,Parmotrema,9.00754,7.453701667,477.5,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
291,Parmotrema,9.007588333,7.453695,468.4,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
292,Parmotrema,9.007615,7.453663333,466.8,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
293,Parmotrema,9.007613333,7.453666667,465.2,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
294,Parmotrema,9.007568333,7.453703333,464.9,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
295,Candelaria,9.007556667,7.453721667,465,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
296,Pyxine,9.007575,7.45377,465.3,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
297,Pyxine,9.007575,7.45377,465.3,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
298,Candelaria,9.007581667,7.453743333,465.5,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
299,Candelaria,9.007586667,7.45371,465.9,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
300,Parmotrema,9.00785,7.454025,464.8,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
301,Parmotrema,9.007856667,7.454008333,464.8,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
302,Parmotrema,9.008616667,7.45517,465,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
303,Candelaria,9.008608333,7.455183333,464.7,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
304,Pyxine,9.008678333,7.45518,464.1,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
305,Candelaria,9.007455,7.453695,442.3,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
306,Candelaria,9.007468333,7.453651667,443.9,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
307,Candelaria,9.00783,7.453941667,451.6,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
308,Parmotrema,9.007813333,7.453933333,454.8,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
309,Lecanora,9.00777,7.454043333,455.9,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
310,Lecanora,9.00777,7.454043333,455.9,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
311,Candelaria,9.00776,7.45422,456.5,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
312,Candelaria,9.00801,7.454088333,456.5,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
313,Pyxine,9.008001667,7.454065,456.5,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
314,Candelaria,9.008001667,7.454065,456.5,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
315,Candelaria,9.00811,7.453998333,456.6,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
316,Candelaria,9.008015,7.454068333,456.7,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
317,Candelaria,9.008006667,7.454068333,456.7,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
318,Candelaria,9.007991667,7.454053333,456.7,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
319,Candelaria,9.007991667,7.454053333,456.7,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
320,Arthonia,9.007976667,7.454041667,457,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
321,Candelaria,9.007976667,7.454041667,457,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
322,Arthonia,9.007958333,7.454073333,457.1,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
323,Arthonia,9.007935,7.45409,457.2,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
324,Pyxine,9.007941667,7.454096667,457.3,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
325,Candelaria,9.007983333,7.454063333,457.6,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
326,Arthonia,9.007983333,7.454063333,457.6,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
327,Candelaria,9.007993333,7.454071667,457.8,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
328,Arthonia,9.008026667,7.454076667,458.2,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
329,Arthonia,9.008026667,7.454076667,458.2,16,21,103.5,300,Poor,Good,ExPoor,ExPoor,106.6666667,46.66666667,414,750,329.3333333
330,Pyxine,9.025616667,7.468053333,483.4,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
331,Candelaria,9.025616667,7.468053333,483.4,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
332,Candelaria,9.02568,7.46801,481.8,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
333,Lecanora,9.02568,7.46801,481.8,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
334,Pyxine,9.025708333,7.468008333,478.4,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
335,Pyxine,9.025683333,7.467998333,478.6,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
336,Pyxine,9.02567,7.467968333,480,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
337,Dirinaria,9.025655,7.468038333,478.7,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
338,Dirinaria,9.025665,7.468036667,478.8,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
339,Dirinaria,9.025676667,7.468055,479,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
340,Lecanora,9.025836667,7.468268333,496,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
341,Lecanora,9.025836667,7.468268333,496,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
342,Lecanora,9.025823333,7.46832,496,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
343,Lecanora,9.025845,7.468256667,496.1,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
344,Pyxine,9.025813333,7.468445,495.1,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
345,Candelaria,9.025813333,7.468445,495.1,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
346,Pyxine,9.025801667,7.468478333,495.6,25,52.5,40.5,200,Poor,Poor,VPoor,ExPoor,166.6666667,116.6666667,162,500,236.3333333
347,Pyxine,9.040418333,7.466035,460.7,30,56,166.667,933.333,VPoor,VPoor,ExPoor,ExPoor,200,124.4444444,666.668,2333.3325,831.1112361
348,Pyxine,9.040418333,7.466035,460.7,30,56,166.667,933.333,VPoor,VPoor,ExPoor,ExPoor,200,124.4444444,666.668,2333.3325,831.1112361
349,Candelaria,9.038836667,7.467126667,478.2,30,56,166.667,933.333,VPoor,VPoor,ExPoor,ExPoor,200,124.4444444,666.668,2333.3325,831.1112361
350,Candelaria,9.038803333,7.467176667,478.4,30,56,166.667,933.333,VPoor,VPoor,ExPoor,ExPoor,200,124.4444444,666.668,2333.3325,831.1112361
351,Lecanora,9.05992,7.461358333,454.1,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
352,Lecanora,9.059915,7.461401667,454.7,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
353,Lecanora,9.058023333,7.460761667,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
354,Lecanora,9.058018333,7.460781667,459.2,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
355,Candelaria,9.058011667,7.460818333,459.2,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
356,Pyxine,9.058003333,7.460806667,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
357,Candelaria,9.058003333,7.460806667,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
358,Pyxine,9.057991667,7.46084,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
359,Pyxine,9.05798,7.460871667,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
360,Physcia,9.057996667,7.460841667,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
361,Pyxine,9.057996667,7.460841667,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
362,Lecanora,9.057998333,7.46084,459.3,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
363,Pyxine,9.057993333,7.460891667,459.4,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
364,Candelaria,9.057993333,7.460891667,459.4,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
365,Pyxine,9.057978333,7.460903333,459.4,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
366,Lecanora,9.057978333,7.460903333,459.4,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
367,Pyxine,9.057968333,7.460891667,459.6,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
368,Pyxine,9.058003333,7.460911667,459.8,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
369,Candelaria,9.058003333,7.460911667,459.8,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
370,Pyxine,9.058008333,7.460916667,459.9,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
371,Lecanora,9.058008333,7.460916667,459.9,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
372,Candelaria,9.058008333,7.460916667,459.9,33.5,43.5,90,500,VPoor,Good,ExPoor,ExPoor,223.3333333,96.66666667,360,1250,482.5
373,Pyxine,9.106953333,7.48044,527.09,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
374,Candelaria,9.107075,7.480488333,530.09,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
375,Lecanora,9.106855,7.480385,530.9,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
376,Lecanora,9.106861667,7.48036,530.9,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
377,Lecanora,9.106998333,7.480323333,616.09,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
378,Lecanora,9.106963333,7.480341667,616.09,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
379,Pyxine,9.106946667,7.48044,510.3,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
380,Pyxine,9.106925,7.480448333,510.6,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
381,Pyxine,9.106916667,7.480451667,510.7,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
382,Lecanora,9.10697,7.480236667,511.3,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
383,Bacidia,9.10697,7.480236667,511.3,21.5,50.75,75,850,Poor,Poor,ExPoor,ExPoor,143.3333333,112.7777778,300,2125,670.2777778
384,Lecanora,9.015693333,7.48261,492.5,22.5,31,42,200,Poor,Good,VPoor,ExPoor,150,68.88888889,168,500,221.7222222
385,Lecanora,9.015606667,7.482688333,492.4,22.5,31,42,200,Poor,Good,VPoor,ExPoor,150,68.88888889,168,500,221.7222222
386,Lecanora,9.015815,7.482685,492.6,22.5,31,42,200,Poor,Good,VPoor,ExPoor,150,68.88888889,168,500,221.7222222
387,Physcia,9.028878333,7.494821667,481.4,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
388,Pyxine,9.029081667,7.494855,481.4,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
389,Pyxine,9.029081667,7.494855,481.4,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
390,Physcia,9.029143333,7.494863333,481.5,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
391,Lecanora,9.029146667,7.494888333,481.6,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
392,Candelaria,9.030725,7.498501667,533.5,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
393,Pyxine,9.030748333,7.498528333,533.5,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
394,Physcia,9.03077,7.498535,533.4,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
395,Physcia,9.030788333,7.498495,533.3,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
396,Physcia,9.030773333,7.498476667,533.09,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
397,Lecanora,9.030773333,7.498476667,533.09,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
398,Candelaria,9.030761667,7.498425,531.2,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
399,Candelaria,9.030805,7.498366667,529.3,24.6,40.6,71.2,320,Poor,Good,ExPoor,ExPoor,164,90.22222222,284.8,800,334.7555556
400,Candelaria,9.047271667,7.51131,501.7,25,34,73,900,Poor,Good,ExPoor,ExPoor,166.6666667,75.55555556,292,2250,696.0555556
401,Pyxine,9.047348333,7.511273333,503.6,25,34,73,900,Poor,Good,ExPoor,ExPoor,166.6666667,75.55555556,292,2250,696.0555556
402,Pyxine,9.047371667,7.51124,504.2,25,34,73,900,Poor,Good,ExPoor,ExPoor,166.6666667,75.55555556,292,2250,696.0555556
403,Pyxine,9.047328333,7.51121,507.9,25,34,73,900,Poor,Good,ExPoor,ExPoor,166.6666667,75.55555556,292,2250,696.0555556
404,Pyxine,9.047391667,7.511306667,507.9,25,34,73,900,Poor,Good,ExPoor,ExPoor,166.6666667,75.55555556,292,2250,696.0555556
405,Lecanora,9.063035,7.486278333,475.1,18.333,26.667,73,666.667,Poor,Good,ExPoor,ExPoor,122.22,59.26,292,1666.6675,535.036875
406,Lecanora,9.062845,7.486431667,474.7,18.333,26.667,73,666.667,Poor,Good,ExPoor,ExPoor,122.22,59.26,292,1666.6675,535.036875
407,Lecanora,9.062845,7.486431667,474.7,18.333,26.667,73,666.667,Poor,Good,ExPoor,ExPoor,122.22,59.26,292,1666.6675,535.036875
408,Lecanora,9.062915,7.48633,474.5,18.333,26.667,73,666.667,Poor,Good,ExPoor,ExPoor,122.22,59.26,292,1666.6675,535.036875
409,Lecanora,9.080741667,7.511838333,481.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
410,Lecanora,9.080731667,7.511846667,481.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
411,Lecanora,9.080748333,7.511846667,481.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
412,Lecanora,9.080738333,7.511856667,481.8,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
413,Lecanora,9.080736667,7.511805,482,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
414,Pyxine,9.080685,7.511701667,483.7,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
415,Physcia,9.080651667,7.511671667,484,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
416,Pyxine,9.08063,7.511666667,484.8,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
417,Physcia,9.080611667,7.511648333,485.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
418,Physcia,9.080628333,7.511653333,486.1,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
419,Candelaria,9.080746667,7.511711667,487.1,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
420,Candelaria,9.080736667,7.511705,487.2,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
421,Pyxine,9.080736667,7.511705,487.2,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
422,Pyxine,9.080731667,7.511701667,487.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
423,Physcia,9.08071,7.51169,487.8,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
424,Physcia,9.080693333,7.51171,488.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
425,Candelaria,9.080696667,7.511708333,488.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
426,Candelaria,9.079653333,7.512428333,493.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
427,Candelaria,9.079543333,7.512408333,494,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
428,Candelaria,9.079448333,7.512345,484.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
429,Candelaria,9.079448333,7.512345,484.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
430,Candelaria,9.079451667,7.51235,484.3,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
431,Candelaria,9.07946,7.51236,491.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
432,Physcia,9.079438333,7.512341667,487.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
433,Candelaria,9.079438333,7.512341667,487.6,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
434,Pyxine,9.079366667,7.512326667,487.8,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
435,Pyxine,9.079368333,7.512316667,487.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
436,Dirinaria,9.079368333,7.512316667,487.5,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
437,Pyxine,9.0792,7.512166667,487.4,24.5,175,101,800,Poor,ExPoor,ExPoor,ExPoor,163.3333333,388.8888889,404,2000,739.0555556
